name,council_year,meet_year,councilor_id,district_id,meet_name,meet_type,attended,total
陳捷貴,2015,2018,3,1,交通及運輸委員會,定期,5,5
陳財喜,2015,2018,4,1,交通及運輸委員會,定期,5,5
陳學鋒,2015,2018,2,1,交通及運輸委員會,定期,5,5
鄭麗琼,2015,2018,5,1,交通及運輸委員會,定期,5,5
張國鈞,2015,2018,6,1,交通及運輸委員會,定期,4,5
許智峯,2015,2018,7,1,交通及運輸委員會,定期,5,5
甘乃威,2015,2018,8,1,交通及運輸委員會,定期,5,5
李志恒,2015,2018,9,1,交通及運輸委員會,定期,5,5
盧懿杏,2015,2018,10,1,交通及運輸委員會,定期,5,5
伍凱欣,2015,2018,11,1,交通及運輸委員會,定期,5,5
吳兆康,2015,2018,12,1,交通及運輸委員會,定期,5,5
楊開永,2015,2018,13,1,交通及運輸委員會,定期,5,5
楊學明,2015,2018,14,1,交通及運輸委員會,定期,5,5
楊哲安,2015,2018,15,1,交通及運輸委員會,定期,2,5
葉永成,2015,2018,1,1,交通及運輸委員會,定期,5,5
陳捷貴,2015,2018,3,1,交通及運輸委員會,特別,4,4
陳財喜,2015,2018,4,1,交通及運輸委員會,特別,4,4
陳學鋒,2015,2018,2,1,交通及運輸委員會,特別,4,4
鄭麗琼,2015,2018,5,1,交通及運輸委員會,特別,4,4
張國鈞,2015,2018,6,1,交通及運輸委員會,特別,1,4
許智峯,2015,2018,7,1,交通及運輸委員會,特別,4,4
甘乃威,2015,2018,8,1,交通及運輸委員會,特別,4,4
李志恒,2015,2018,9,1,交通及運輸委員會,特別,4,4
盧懿杏,2015,2018,10,1,交通及運輸委員會,特別,4,4
伍凱欣,2015,2018,11,1,交通及運輸委員會,特別,4,4
吳兆康,2015,2018,12,1,交通及運輸委員會,特別,4,4
楊開永,2015,2018,13,1,交通及運輸委員會,特別,4,4
楊學明,2015,2018,14,1,交通及運輸委員會,特別,4,4
楊哲安,2015,2018,15,1,交通及運輸委員會,特別,3,4
葉永成,2015,2018,1,1,交通及運輸委員會,特別,4,4
陳捷貴,2015,2017,3,1,文化康樂及社會事務委員會,定期,5,5
陳財喜,2015,2017,4,1,文化康樂及社會事務委員會,定期,5,5
陳浩濂,2015,2017,16,1,文化康樂及社會事務委員會,定期,3,3
陳學鋒,2015,2017,2,1,文化康樂及社會事務委員會,定期,5,5
鄭麗琼,2015,2017,5,1,文化康樂及社會事務委員會,定期,4,5
張國鈞,2015,2017,6,1,文化康樂及社會事務委員會,定期,3,5
許智峯,2015,2017,7,1,文化康樂及社會事務委員會,定期,5,5
甘乃威,2015,2017,8,1,文化康樂及社會事務委員會,定期,4,5
李志恒,2015,2017,9,1,文化康樂及社會事務委員會,定期,5,5
盧懿杏,2015,2017,10,1,文化康樂及社會事務委員會,定期,5,5
吳兆康,2015,2017,12,1,文化康樂及社會事務委員會,定期,5,5
蕭嘉怡,2015,2017,17,1,文化康樂及社會事務委員會,定期,2,3
楊開永,2015,2017,13,1,文化康樂及社會事務委員會,定期,5,5
楊學明,2015,2017,14,1,文化康樂及社會事務委員會,定期,5,5
葉永成,2015,2017,1,1,文化康樂及社會事務委員會,定期,4,5
陳捷貴,2015,2017,3,1,地區設施管理委員會,定期,5,5
陳財喜,2015,2017,4,1,地區設施管理委員會,定期,5,5
陳浩濂,2015,2017,16,1,地區設施管理委員會,定期,3,4
陳學鋒,2015,2017,2,1,地區設施管理委員會,定期,5,5
鄭麗琼,2015,2017,5,1,地區設施管理委員會,定期,5,5
張國鈞,2015,2017,6,1,地區設施管理委員會,定期,3,5
許智峯,2015,2017,7,1,地區設施管理委員會,定期,5,5
甘乃威,2015,2017,8,1,地區設施管理委員會,定期,5,5
李志恒,2015,2017,9,1,地區設施管理委員會,定期,5,5
盧懿杏,2015,2017,10,1,地區設施管理委員會,定期,5,5
吳兆康,2015,2017,12,1,地區設施管理委員會,定期,5,5
蕭嘉怡,2015,2017,17,1,地區設施管理委員會,定期,4,4
楊開永,2015,2017,13,1,地區設施管理委員會,定期,5,5
楊學明,2015,2017,14,1,地區設施管理委員會,定期,5,5
葉永成,2015,2017,1,1,地區設施管理委員會,定期,5,5
陳捷貴,2015,2017,3,1,地區設施管理委員會,特別,1,1
陳財喜,2015,2017,4,1,地區設施管理委員會,特別,1,1
陳浩濂,2015,2017,16,1,地區設施管理委員會,特別,1,1
陳學鋒,2015,2017,2,1,地區設施管理委員會,特別,1,1
鄭麗琼,2015,2017,5,1,地區設施管理委員會,特別,1,1
張國鈞,2015,2017,6,1,地區設施管理委員會,特別,1,1
許智峯,2015,2017,7,1,地區設施管理委員會,特別,1,1
甘乃威,2015,2017,8,1,地區設施管理委員會,特別,1,1
李志恒,2015,2017,9,1,地區設施管理委員會,特別,1,1
盧懿杏,2015,2017,10,1,地區設施管理委員會,特別,1,1
吳兆康,2015,2017,12,1,地區設施管理委員會,特別,1,1
蕭嘉怡,2015,2017,17,1,地區設施管理委員會,特別,1,1
楊開永,2015,2017,13,1,地區設施管理委員會,特別,1,1
楊學明,2015,2017,14,1,地區設施管理委員會,特別,1,1
葉永成,2015,2017,1,1,地區設施管理委員會,特別,1,1
陳捷貴,2015,2017,3,1,財務委員會,定期,5,5
陳財喜,2015,2017,4,1,財務委員會,定期,4,5
陳浩濂,2015,2017,16,1,財務委員會,定期,3,3
陳學鋒,2015,2017,2,1,財務委員會,定期,4,5
鄭麗琼,2015,2017,5,1,財務委員會,定期,4,5
張國鈞,2015,2017,6,1,財務委員會,定期,5,5
許智峯,2015,2017,7,1,財務委員會,定期,5,5
甘乃威,2015,2017,8,1,財務委員會,定期,5,5
李志恒,2015,2017,9,1,財務委員會,定期,5,5
盧懿杏,2015,2017,10,1,財務委員會,定期,5,5
吳兆康,2015,2017,12,1,財務委員會,定期,5,5
蕭嘉怡,2015,2017,17,1,財務委員會,定期,3,3
楊開永,2015,2017,13,1,財務委員會,定期,5,5
楊學明,2015,2017,14,1,財務委員會,定期,5,5
葉永成,2015,2017,1,1,財務委員會,定期,4,5
陳捷貴,2015,2017,3,1,財務委員會,特別,1,1
陳財喜,2015,2017,4,1,財務委員會,特別,1,1
陳浩濂,2015,2017,16,1,財務委員會,特別,1,1
陳學鋒,2015,2017,2,1,財務委員會,特別,1,1
鄭麗琼,2015,2017,5,1,財務委員會,特別,1,1
張國鈞,2015,2017,6,1,財務委員會,特別,0,1
許智峯,2015,2017,7,1,財務委員會,特別,1,1
甘乃威,2015,2017,8,1,財務委員會,特別,1,1
李志恒,2015,2017,9,1,財務委員會,特別,1,1
盧懿杏,2015,2017,10,1,財務委員會,特別,1,1
吳兆康,2015,2017,12,1,財務委員會,特別,1,1
蕭嘉怡,2015,2017,17,1,財務委員會,特別,0,1
楊開永,2015,2017,13,1,財務委員會,特別,1,1
楊學明,2015,2017,14,1,財務委員會,特別,1,1
葉永成,2015,2017,1,1,財務委員會,特別,1,1
陳捷貴,2015,2017,3,1,食物環境衞生及工務委員會,定期,4,5
陳財喜,2015,2017,4,1,食物環境衞生及工務委員會,定期,5,5
陳浩濂,2015,2017,16,1,食物環境衞生及工務委員會,定期,3,4
陳學鋒,2015,2017,2,1,食物環境衞生及工務委員會,定期,5,5
鄭麗琼,2015,2017,5,1,食物環境衞生及工務委員會,定期,5,5
張國鈞,2015,2017,6,1,食物環境衞生及工務委員會,定期,5,5
許智峯,2015,2017,7,1,食物環境衞生及工務委員會,定期,5,5
甘乃威,2015,2017,8,1,食物環境衞生及工務委員會,定期,5,5
李志恒,2015,2017,9,1,食物環境衞生及工務委員會,定期,5,5
盧懿杏,2015,2017,10,1,食物環境衞生及工務委員會,定期,5,5
吳兆康,2015,2017,12,1,食物環境衞生及工務委員會,定期,5,5
蕭嘉怡,2015,2017,17,1,食物環境衞生及工務委員會,定期,3,4
楊開永,2015,2017,13,1,食物環境衞生及工務委員會,定期,5,5
楊學明,2015,2017,14,1,食物環境衞生及工務委員會,定期,5,5
葉永成,2015,2017,1,1,食物環境衞生及工務委員會,定期,5,5
陳捷貴,2015,2017,3,1,食物環境衞生及工務委員會,特別,0,1
陳財喜,2015,2017,4,1,食物環境衞生及工務委員會,特別,1,1
陳學鋒,2015,2017,2,1,食物環境衞生及工務委員會,特別,1,1
鄭麗琼,2015,2017,5,1,食物環境衞生及工務委員會,特別,1,1
張國鈞,2015,2017,6,1,食物環境衞生及工務委員會,特別,0,1
許智峯,2015,2017,7,1,食物環境衞生及工務委員會,特別,1,1
甘乃威,2015,2017,8,1,食物環境衞生及工務委員會,特別,1,1
李志恒,2015,2017,9,1,食物環境衞生及工務委員會,特別,1,1
盧懿杏,2015,2017,10,1,食物環境衞生及工務委員會,特別,1,1
吳兆康,2015,2017,12,1,食物環境衞生及工務委員會,特別,1,1
楊開永,2015,2017,13,1,食物環境衞生及工務委員會,特別,1,1
楊學明,2015,2017,14,1,食物環境衞生及工務委員會,特別,1,1
葉永成,2015,2017,1,1,食物環境衞生及工務委員會,特別,1,1
陳捷貴,2015,2017,3,1,交通及運輸委員會,定期,5,5
陳財喜,2015,2017,4,1,交通及運輸委員會,定期,5,5
陳浩濂,2015,2017,16,1,交通及運輸委員會,定期,3,3
陳學鋒,2015,2017,2,1,交通及運輸委員會,定期,5,5
鄭麗琼,2015,2017,5,1,交通及運輸委員會,定期,5,5
張國鈞,2015,2017,6,1,交通及運輸委員會,定期,5,5
許智峯,2015,2017,7,1,交通及運輸委員會,定期,5,5
甘乃威,2015,2017,8,1,交通及運輸委員會,定期,5,5
李志恒,2015,2017,9,1,交通及運輸委員會,定期,5,5
盧懿杏,2015,2017,10,1,交通及運輸委員會,定期,4,5
吳兆康,2015,2017,12,1,交通及運輸委員會,定期,5,5
蕭嘉怡,2015,2017,17,1,交通及運輸委員會,定期,3,3
楊開永,2015,2017,13,1,交通及運輸委員會,定期,5,5
楊學明,2015,2017,14,1,交通及運輸委員會,定期,5,5
葉永成,2015,2017,1,1,交通及運輸委員會,定期,5,5
陳捷貴,2015,2017,3,1,交通及運輸委員會,特別,2,2
陳財喜,2015,2017,4,1,交通及運輸委員會,特別,1,2
陳浩濂,2015,2017,16,1,交通及運輸委員會,特別,2,2
陳學鋒,2015,2017,2,1,交通及運輸委員會,特別,2,2
鄭麗琼,2015,2017,5,1,交通及運輸委員會,特別,1,2
張國鈞,2015,2017,6,1,交通及運輸委員會,特別,0,2
許智峯,2015,2017,7,1,交通及運輸委員會,特別,2,2
甘乃威,2015,2017,8,1,交通及運輸委員會,特別,2,2
李志恒,2015,2017,9,1,交通及運輸委員會,特別,2,2
盧懿杏,2015,2017,10,1,交通及運輸委員會,特別,2,2
吳兆康,2015,2017,12,1,交通及運輸委員會,特別,2,2
蕭嘉怡,2015,2017,17,1,交通及運輸委員會,特別,1,2
楊開永,2015,2017,13,1,交通及運輸委員會,特別,2,2
楊學明,2015,2017,14,1,交通及運輸委員會,特別,2,2
葉永成,2015,2017,1,1,交通及運輸委員會,特別,2,2
陳捷貴,2015,2017,3,1,區議會,定期,5,5
陳財喜,2015,2017,4,1,區議會,定期,5,5
陳浩濂,2015,2017,16,1,區議會,定期,4,4
陳學鋒,2015,2017,2,1,區議會,定期,5,5
鄭麗琼,2015,2017,5,1,區議會,定期,5,5
張國鈞,2015,2017,6,1,區議會,定期,5,5
許智峯,2015,2017,7,1,區議會,定期,5,5
甘乃威,2015,2017,8,1,區議會,定期,5,5
李志恒,2015,2017,9,1,區議會,定期,5,5
盧懿杏,2015,2017,10,1,區議會,定期,5,5
吳兆康,2015,2017,12,1,區議會,定期,5,5
蕭嘉怡,2015,2017,17,1,區議會,定期,4,4
楊開永,2015,2017,13,1,區議會,定期,5,5
楊學明,2015,2017,14,1,區議會,定期,5,5
葉永成,2015,2017,1,1,區議會,定期,5,5
陳捷貴,2015,2017,3,1,區議會,特別,0,1
陳財喜,2015,2017,4,1,區議會,特別,0,1
陳學鋒,2015,2017,2,1,區議會,特別,1,1
鄭麗琼,2015,2017,5,1,區議會,特別,1,1
張國鈞,2015,2017,6,1,區議會,特別,0,1
許智峯,2015,2017,7,1,區議會,特別,0,1
甘乃威,2015,2017,8,1,區議會,特別,1,1
李志恒,2015,2017,9,1,區議會,特別,1,1
盧懿杏,2015,2017,10,1,區議會,特別,1,1
伍凱欣,2015,2017,11,1,區議會,特別,1,1
吳兆康,2015,2017,12,1,區議會,特別,1,1
楊開永,2015,2017,13,1,區議會,特別,0,1
楊學明,2015,2017,14,1,區議會,特別,1,1
楊哲安,2015,2017,15,1,區議會,特別,1,1
葉永成,2015,2017,1,1,區議會,特別,1,1
陳捷貴,2015,2016,3,1,文化康樂及社會事務委員會,定期,6,6
陳財喜,2015,2016,4,1,文化康樂及社會事務委員會,定期,6,6
陳浩濂,2015,2016,16,1,文化康樂及社會事務委員會,定期,4,6
陳學鋒,2015,2016,2,1,文化康樂及社會事務委員會,定期,6,6
鄭麗琼,2015,2016,5,1,文化康樂及社會事務委員會,定期,6,6
張國鈞,2015,2016,6,1,文化康樂及社會事務委員會,定期,6,6
許智峯,2015,2016,7,1,文化康樂及社會事務委員會,定期,6,6
甘乃威,2015,2016,8,1,文化康樂及社會事務委員會,定期,6,6
李志恒,2015,2016,9,1,文化康樂及社會事務委員會,定期,6,6
盧懿杏,2015,2016,10,1,文化康樂及社會事務委員會,定期,6,6
吳兆康,2015,2016,12,1,文化康樂及社會事務委員會,定期,6,6
蕭嘉怡,2015,2016,17,1,文化康樂及社會事務委員會,定期,6,6
楊開永,2015,2016,13,1,文化康樂及社會事務委員會,定期,6,6
楊學明,2015,2016,14,1,文化康樂及社會事務委員會,定期,6,6
葉永成,2015,2016,1,1,文化康樂及社會事務委員會,定期,6,6
陳捷貴,2015,2016,3,1,地區設施管理委員會,定期,6,6
陳財喜,2015,2016,4,1,地區設施管理委員會,定期,6,6
陳浩濂,2015,2016,16,1,地區設施管理委員會,定期,4,6
陳學鋒,2015,2016,2,1,地區設施管理委員會,定期,6,6
鄭麗琼,2015,2016,5,1,地區設施管理委員會,定期,6,6
張國鈞,2015,2016,6,1,地區設施管理委員會,定期,4,6
許智峯,2015,2016,7,1,地區設施管理委員會,定期,6,6
甘乃威,2015,2016,8,1,地區設施管理委員會,定期,5,6
李志恒,2015,2016,9,1,地區設施管理委員會,定期,5,6
盧懿杏,2015,2016,10,1,地區設施管理委員會,定期,6,6
吳兆康,2015,2016,12,1,地區設施管理委員會,定期,6,6
蕭嘉怡,2015,2016,17,1,地區設施管理委員會,定期,6,6
楊開永,2015,2016,13,1,地區設施管理委員會,定期,6,6
楊學明,2015,2016,14,1,地區設施管理委員會,定期,6,6
葉永成,2015,2016,1,1,地區設施管理委員會,定期,6,6
陳捷貴,2015,2016,3,1,財務委員會,定期,6,6
陳財喜,2015,2016,4,1,財務委員會,定期,6,6
陳浩濂,2015,2016,16,1,財務委員會,定期,4,6
陳學鋒,2015,2016,2,1,財務委員會,定期,5,6
鄭麗琼,2015,2016,5,1,財務委員會,定期,6,6
張國鈞,2015,2016,6,1,財務委員會,定期,4,6
許智峯,2015,2016,7,1,財務委員會,定期,5,6
甘乃威,2015,2016,8,1,財務委員會,定期,6,6
李志恒,2015,2016,9,1,財務委員會,定期,6,6
盧懿杏,2015,2016,10,1,財務委員會,定期,6,6
吳兆康,2015,2016,12,1,財務委員會,定期,5,6
蕭嘉怡,2015,2016,17,1,財務委員會,定期,6,6
楊開永,2015,2016,13,1,財務委員會,定期,6,6
楊學明,2015,2016,14,1,財務委員會,定期,6,6
葉永成,2015,2016,1,1,財務委員會,定期,6,6
陳捷貴,2015,2016,3,1,食物環境衞生及工務委員會,定期,6,6
陳財喜,2015,2016,4,1,食物環境衞生及工務委員會,定期,5,6
陳浩濂,2015,2016,16,1,食物環境衞生及工務委員會,定期,4,6
陳學鋒,2015,2016,2,1,食物環境衞生及工務委員會,定期,6,6
鄭麗琼,2015,2016,5,1,食物環境衞生及工務委員會,定期,6,6
張國鈞,2015,2016,6,1,食物環境衞生及工務委員會,定期,5,6
許智峯,2015,2016,7,1,食物環境衞生及工務委員會,定期,6,6
甘乃威,2015,2016,8,1,食物環境衞生及工務委員會,定期,6,6
李志恒,2015,2016,9,1,食物環境衞生及工務委員會,定期,6,6
盧懿杏,2015,2016,10,1,食物環境衞生及工務委員會,定期,6,6
吳兆康,2015,2016,12,1,食物環境衞生及工務委員會,定期,6,6
蕭嘉怡,2015,2016,17,1,食物環境衞生及工務委員會,定期,6,6
楊開永,2015,2016,13,1,食物環境衞生及工務委員會,定期,6,6
楊學明,2015,2016,14,1,食物環境衞生及工務委員會,定期,6,6
葉永成,2015,2016,1,1,食物環境衞生及工務委員會,定期,6,6
陳捷貴,2015,2016,3,1,交通及運輸委員會,定期,6,6
陳財喜,2015,2016,4,1,交通及運輸委員會,定期,6,6
陳浩濂,2015,2016,16,1,交通及運輸委員會,定期,6,6
陳學鋒,2015,2016,2,1,交通及運輸委員會,定期,6,6
鄭麗琼,2015,2016,5,1,交通及運輸委員會,定期,5,6
張國鈞,2015,2016,6,1,交通及運輸委員會,定期,4,6
許智峯,2015,2016,7,1,交通及運輸委員會,定期,6,6
甘乃威,2015,2016,8,1,交通及運輸委員會,定期,6,6
李志恒,2015,2016,9,1,交通及運輸委員會,定期,6,6
盧懿杏,2015,2016,10,1,交通及運輸委員會,定期,6,6
吳兆康,2015,2016,12,1,交通及運輸委員會,定期,6,6
蕭嘉怡,2015,2016,17,1,交通及運輸委員會,定期,6,6
楊開永,2015,2016,13,1,交通及運輸委員會,定期,6,6
楊學明,2015,2016,14,1,交通及運輸委員會,定期,6,6
葉永成,2015,2016,1,1,交通及運輸委員會,定期,6,6
陳捷貴,2015,2019,3,1,文化康樂及社會事務委員會,定期,3,3
陳財喜,2015,2019,4,1,文化康樂及社會事務委員會,定期,3,3
陳學鋒,2015,2019,2,1,文化康樂及社會事務委員會,定期,3,3
鄭麗琼,2015,2019,5,1,文化康樂及社會事務委員會,定期,3,3
張國鈞,2015,2019,6,1,文化康樂及社會事務委員會,定期,3,3
許智峯,2015,2019,7,1,文化康樂及社會事務委員會,定期,3,3
甘乃威,2015,2019,8,1,文化康樂及社會事務委員會,定期,3,3
李志恒,2015,2019,9,1,文化康樂及社會事務委員會,定期,3,3
盧懿杏,2015,2019,10,1,文化康樂及社會事務委員會,定期,2,3
伍凱欣,2015,2019,11,1,文化康樂及社會事務委員會,定期,3,3
吳兆康,2015,2019,12,1,文化康樂及社會事務委員會,定期,3,3
楊開永,2015,2019,13,1,文化康樂及社會事務委員會,定期,3,3
楊學明,2015,2019,14,1,文化康樂及社會事務委員會,定期,3,3
楊哲安,2015,2019,15,1,文化康樂及社會事務委員會,定期,3,3
葉永成,2015,2019,1,1,文化康樂及社會事務委員會,定期,3,3
陳捷貴,2015,2019,3,1,地區設施管理委員會,定期,3,3
陳財喜,2015,2019,4,1,地區設施管理委員會,定期,3,3
陳學鋒,2015,2019,2,1,地區設施管理委員會,定期,3,3
鄭麗琼,2015,2019,5,1,地區設施管理委員會,定期,3,3
張國鈞,2015,2019,6,1,地區設施管理委員會,定期,3,3
許智峯,2015,2019,7,1,地區設施管理委員會,定期,3,3
甘乃威,2015,2019,8,1,地區設施管理委員會,定期,3,3
李志恒,2015,2019,9,1,地區設施管理委員會,定期,3,3
盧懿杏,2015,2019,10,1,地區設施管理委員會,定期,3,3
伍凱欣,2015,2019,11,1,地區設施管理委員會,定期,3,3
吳兆康,2015,2019,12,1,地區設施管理委員會,定期,3,3
楊開永,2015,2019,13,1,地區設施管理委員會,定期,3,3
楊學明,2015,2019,14,1,地區設施管理委員會,定期,3,3
楊哲安,2015,2019,15,1,地區設施管理委員會,定期,3,3
葉永成,2015,2019,1,1,地區設施管理委員會,定期,3,3
陳捷貴,2015,2019,3,1,財務委員會,定期,3,3
陳財喜,2015,2019,4,1,財務委員會,定期,3,3
陳學鋒,2015,2019,2,1,財務委員會,定期,3,3
鄭麗琼,2015,2019,5,1,財務委員會,定期,3,3
張國鈞,2015,2019,6,1,財務委員會,定期,3,3
許智峯,2015,2019,7,1,財務委員會,定期,3,3
甘乃威,2015,2019,8,1,財務委員會,定期,3,3
李志恒,2015,2019,9,1,財務委員會,定期,3,3
盧懿杏,2015,2019,10,1,財務委員會,定期,3,3
伍凱欣,2015,2019,11,1,財務委員會,定期,3,3
吳兆康,2015,2019,12,1,財務委員會,定期,3,3
楊開永,2015,2019,13,1,財務委員會,定期,3,3
楊學明,2015,2019,14,1,財務委員會,定期,3,3
楊哲安,2015,2019,15,1,財務委員會,定期,3,3
葉永成,2015,2019,1,1,財務委員會,定期,3,3
陳捷貴,2015,2019,3,1,食物環境衞生及工務委員會,定期,4,4
陳財喜,2015,2019,4,1,食物環境衞生及工務委員會,定期,4,4
陳學鋒,2015,2019,2,1,食物環境衞生及工務委員會,定期,4,4
鄭麗琼,2015,2019,5,1,食物環境衞生及工務委員會,定期,4,4
張國鈞,2015,2019,6,1,食物環境衞生及工務委員會,定期,3,4
許智峯,2015,2019,7,1,食物環境衞生及工務委員會,定期,4,4
甘乃威,2015,2019,8,1,食物環境衞生及工務委員會,定期,4,4
李志恒,2015,2019,9,1,食物環境衞生及工務委員會,定期,4,4
盧懿杏,2015,2019,10,1,食物環境衞生及工務委員會,定期,4,4
伍凱欣,2015,2019,11,1,食物環境衞生及工務委員會,定期,4,4
吳兆康,2015,2019,12,1,食物環境衞生及工務委員會,定期,4,4
楊開永,2015,2019,13,1,食物環境衞生及工務委員會,定期,4,4
楊學明,2015,2019,14,1,食物環境衞生及工務委員會,定期,4,4
楊哲安,2015,2019,15,1,食物環境衞生及工務委員會,定期,3,4
葉永成,2015,2019,1,1,食物環境衞生及工務委員會,定期,4,4
陳捷貴,2015,2019,3,1,交通及運輸委員會,定期,3,3
陳財喜,2015,2019,4,1,交通及運輸委員會,定期,3,3
陳學鋒,2015,2019,2,1,交通及運輸委員會,定期,3,3
鄭麗琼,2015,2019,5,1,交通及運輸委員會,定期,3,3
張國鈞,2015,2019,6,1,交通及運輸委員會,定期,2,3
許智峯,2015,2019,7,1,交通及運輸委員會,定期,2,3
甘乃威,2015,2019,8,1,交通及運輸委員會,定期,3,3
李志恒,2015,2019,9,1,交通及運輸委員會,定期,3,3
盧懿杏,2015,2019,10,1,交通及運輸委員會,定期,3,3
伍凱欣,2015,2019,11,1,交通及運輸委員會,定期,3,3
吳兆康,2015,2019,12,1,交通及運輸委員會,定期,3,3
楊開永,2015,2019,13,1,交通及運輸委員會,定期,3,3
楊學明,2015,2019,14,1,交通及運輸委員會,定期,3,3
楊哲安,2015,2019,15,1,交通及運輸委員會,定期,3,3
葉永成,2015,2019,1,1,交通及運輸委員會,定期,3,3
陳捷貴,2015,2019,3,1,交通及運輸委員會,特別,2,2
陳財喜,2015,2019,4,1,交通及運輸委員會,特別,2,2
陳學鋒,2015,2019,2,1,交通及運輸委員會,特別,1,2
鄭麗琼,2015,2019,5,1,交通及運輸委員會,特別,2,2
張國鈞,2015,2019,6,1,交通及運輸委員會,特別,1,2
許智峯,2015,2019,7,1,交通及運輸委員會,特別,2,2
甘乃威,2015,2019,8,1,交通及運輸委員會,特別,2,2
李志恒,2015,2019,9,1,交通及運輸委員會,特別,2,2
盧懿杏,2015,2019,10,1,交通及運輸委員會,特別,0,2
伍凱欣,2015,2019,11,1,交通及運輸委員會,特別,2,2
吳兆康,2015,2019,12,1,交通及運輸委員會,特別,2,2
楊開永,2015,2019,13,1,交通及運輸委員會,特別,2,2
楊學明,2015,2019,14,1,交通及運輸委員會,特別,2,2
楊哲安,2015,2019,15,1,交通及運輸委員會,特別,0,2
葉永成,2015,2019,1,1,交通及運輸委員會,特別,2,2
陳捷貴,2015,2019,3,1,區議會,定期,3,3
陳財喜,2015,2019,4,1,區議會,定期,3,3
陳學鋒,2015,2019,2,1,區議會,定期,3,3
鄭麗琼,2015,2019,5,1,區議會,定期,3,3
張國鈞,2015,2019,6,1,區議會,定期,3,3
許智峯,2015,2019,7,1,區議會,定期,3,3
甘乃威,2015,2019,8,1,區議會,定期,3,3
李志恒,2015,2019,9,1,區議會,定期,3,3
盧懿杏,2015,2019,10,1,區議會,定期,3,3
伍凱欣,2015,2019,11,1,區議會,定期,3,3
吳兆康,2015,2019,12,1,區議會,定期,3,3
楊開永,2015,2019,13,1,區議會,定期,3,3
楊學明,2015,2019,14,1,區議會,定期,3,3
楊哲安,2015,2019,15,1,區議會,定期,3,3
葉永成,2015,2019,1,1,區議會,定期,3,3
陳捷貴,2015,2016,3,1,區議會,定期,6,6
陳財喜,2015,2016,4,1,區議會,定期,6,6
陳浩濂,2015,2016,16,1,區議會,定期,6,6
陳學鋒,2015,2016,2,1,區議會,定期,6,6
鄭麗琼,2015,2016,5,1,區議會,定期,6,6
張國鈞,2015,2016,6,1,區議會,定期,6,6
許智峯,2015,2016,7,1,區議會,定期,6,6
甘乃威,2015,2016,8,1,區議會,定期,6,6
李志恒,2015,2016,9,1,區議會,定期,5,6
盧懿杏,2015,2016,10,1,區議會,定期,6,6
吳兆康,2015,2016,12,1,區議會,定期,6,6
蕭嘉怡,2015,2016,17,1,區議會,定期,6,6
楊開永,2015,2016,13,1,區議會,定期,6,6
楊學明,2015,2016,14,1,區議會,定期,6,6
葉永成,2015,2016,1,1,區議會,定期,6,6
陳捷貴,2015,2016,3,1,區議會,特別,1,1
陳財喜,2015,2016,4,1,區議會,特別,1,1
陳浩濂,2015,2016,16,1,區議會,特別,1,1
陳學鋒,2015,2016,2,1,區議會,特別,1,1
鄭麗琼,2015,2016,5,1,區議會,特別,1,1
張國鈞,2015,2016,6,1,區議會,特別,1,1
許智峯,2015,2016,7,1,區議會,特別,1,1
甘乃威,2015,2016,8,1,區議會,特別,1,1
李志恒,2015,2016,9,1,區議會,特別,1,1
盧懿杏,2015,2016,10,1,區議會,特別,1,1
吳兆康,2015,2016,12,1,區議會,特別,1,1
蕭嘉怡,2015,2016,17,1,區議會,特別,1,1
楊開永,2015,2016,13,1,區議會,特別,1,1
楊學明,2015,2016,14,1,區議會,特別,1,1
葉永成,2015,2016,1,1,區議會,特別,1,1
潘國華,2015,2017,97,7,區議會,定期,6,6
左滙雄,2015,2017,107,7,區議會,定期,6,6
鄭利明,2015,2017,89,7,區議會,定期,6,6
張仁康,2015,2017,103,7,區議會,定期,6,6
何華漢,2015,2017,96,7,區議會,定期,6,6
何顯明,2015,2017,92,7,區議會,定期,6,6
關浩洋,2015,2017,86,7,區議會,定期,6,6
鄺葆賢,2015,2017,102,7,區議會,定期,6,6
黎廣偉,2015,2017,85,7,區議會,定期,6,6
林博,2015,2017,99,7,區議會,定期,6,6
林德成,2015,2017,104,7,區議會,定期,6,6
李慧琼,2015,2017,98,7,區議會,定期,6,6
梁美芬,2015,2017,101,7,區議會,定期,5,6
梁婉婷,2015,2017,95,7,區議會,定期,6,6
勞超傑,2015,2017,105,7,區議會,定期,6,6
陸勁光,2015,2017,88,7,區議會,定期,6,6
吳奮金,2015,2017,106,7,區議會,定期,6,6
吳寶強,2015,2017,93,7,區議會,定期,6,6
蕭亮聲,2015,2017,90,7,區議會,定期,6,6
邵天虹,2015,2017,84,7,區議會,定期,6,6
丁健華,2015,2017,91,7,區議會,定期,6,6
楊永杰,2015,2017,87,7,區議會,定期,5,6
楊振宇,2015,2017,94,7,區議會,定期,6,6
余志榮,2015,2017,100,7,區議會,定期,6,6
潘國華,2015,2019,97,7,區議會,定期,3,3
左滙雄,2015,2019,107,7,區議會,定期,3,3
鄭利明,2015,2019,89,7,區議會,定期,3,3
張仁康,2015,2019,103,7,區議會,定期,3,3
何華漢,2015,2019,96,7,區議會,定期,3,3
何顯明,2015,2019,92,7,區議會,定期,3,3
關浩洋,2015,2019,86,7,區議會,定期,3,3
鄺葆賢,2015,2019,102,7,區議會,定期,3,3
